time,date_jst,path,method,status_code,user_agent,request_id,user_id
2022-11-27T20:08:30Z,2022-11-28,/,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",558aea2c-19c1-4fb0-920f-bc00082de79c,200001
2022-11-28T17:38:11Z,2022-11-29,/ranking/daily,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",8606b0b6-c8da-47f5-bc00-49c2147e09fc,200001
2022-11-25T03:09:53Z,2022-11-25,/items,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",5b61d5a7-8b2a-489d-ab69-417667469b70,200002
2022-11-29T04:43:59Z,2022-11-29,/items,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",0800716a-1a56-40a4-9b74-55fd74272476,200002
2022-11-17T15:19:03Z,2022-11-18,/items,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",73caf9ae-854d-48f9-a934-b52d0e5e5e80,200003
2022-11-12T09:39:01Z,2022-11-12,/ranking,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",98241b3f-7107-483f-95f7-9e10ac6052c4,200003
2022-11-14T01:36:35Z,2022-11-14,/,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",0a27d42b-05b2-47c9-9878-a5825b781ae6,200004
2022-11-24T16:35:15Z,2022-11-25,/ranking/daily,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",00bdf744-7bb2-439d-a41d-1b4568077d29,200004
2022-11-13T23:45:25Z,2022-11-14,/ranking,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",99603656-8e80-4109-a251-bf57254273c7,200004
2022-11-16T11:12:48Z,2022-11-16,/,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",f422acc6-da83-44d4-8fdc-e3c49f5b89e4,200005
2022-11-29T03:10:15Z,2022-11-29,/items,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",2e5d617a-7a39-47fd-8a7d-4faaf1a27671,200005
2022-11-12T01:45:30Z,2022-11-12,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,6cc49a96-5f27-479b-abbd-f12334973266,200006
2022-11-27T03:12:59Z,2022-11-27,/ranking,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",fa358865-34df-44c9-9342-4cf329db92f6,200008
2022-11-17T07:28:38Z,2022-11-17,/,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",4db9696c-58fa-4cf8-9a00-fc5d85570132,200008
2022-11-24T05:36:27Z,2022-11-24,/items,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",3c2e505f-439d-4fda-8684-cb10b37961a8,200009
2022-11-22T08:25:05Z,2022-11-22,/ranking,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",b9241633-86bc-4ffb-bb02-5373366d1de1,200009
2022-11-12T07:48:27Z,2022-11-12,/ranking,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",03612727-54d0-48fa-9d15-74102bad1e0c,200009
2022-11-12T09:49:35Z,2022-11-12,/items,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",603ed3c4-ea0d-41e5-abbd-18f83e7bdaaa,200009
2022-11-16T02:12:35Z,2022-11-16,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,95f04c75-5865-415e-aef7-61b5b3ec6586,200010
2022-11-17T09:19:57Z,2022-11-17,/items,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,f8c9b9c4-b698-4a48-86bc-73bdd1e4c2f4,200011
2022-11-20T08:41:26Z,2022-11-20,/ranking,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,4a410423-e96d-4d9d-afb8-b46394e59f43,200011
2022-11-14T11:30:57Z,2022-11-14,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,bb3c88ba-a666-43f9-83ff-5a5dd0eee476,200012
2022-11-18T14:30:37Z,2022-11-18,/ranking,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,58957535-3453-4bb5-ab03-7011b4618f40,200013
2022-11-16T17:37:24Z,2022-11-17,/items,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,a2b7c3b7-5dc9-4ef4-b410-0c7ede62cc15,200013
2022-11-27T21:30:56Z,2022-11-28,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,d4ca97fc-30a3-4aaa-810b-3dea0a706119,200013
2022-11-14T14:30:01Z,2022-11-14,/ranking,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,1e55306d-7120-4cc1-af82-a0a155111d7c,200013
2022-11-20T21:34:10Z,2022-11-21,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,9e1043b7-2b6a-4df9-afb7-f9817d6dee8b,200014
2022-11-28T01:12:30Z,2022-11-28,/items,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",3158bc57-91c2-4c5b-8f10-8d1a7759dcae,200015
2022-11-15T14:32:20Z,2022-11-15,/ranking/daily,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",0b7a8e78-1bdf-4935-9826-cf44897700a4,200015
2022-11-19T00:15:54Z,2022-11-19,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,27b1a63a-7c4e-4ecc-acfe-d9a0dc488c79,200016
2022-11-22T16:18:55Z,2022-11-23,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,f220abfa-08f2-429c-9cd2-03746874abd6,200016
2022-11-27T01:12:52Z,2022-11-27,/ranking,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,d4dec37f-1e95-4415-9140-ca276e5e9e51,200016
2022-11-18T11:07:10Z,2022-11-18,/ranking,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",93c0b2d4-d921-462b-9474-ae07a8df70bd,200017
2022-11-16T05:19:52Z,2022-11-16,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,77d92400-72a4-4218-9f9b-a171753c23e2,200018
2022-11-16T03:15:25Z,2022-11-16,/ranking,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",6619d1a0-3e5e-495d-a862-8eaacef4b15b,200019
2022-11-27T20:04:41Z,2022-11-28,/items,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",03717fa0-b1f6-41f0-8586-77e4d47ab275,200019
2022-11-17T05:58:07Z,2022-11-17,/ranking/daily,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",ec51d771-2208-4eaa-ab15-9acc9f55b910,200019
2022-11-18T09:13:09Z,2022-11-18,/ranking,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,acdb2229-2dc6-4d62-9a91-0d008df73fd0,200020
2022-11-13T11:14:38Z,2022-11-13,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,20ec8cf8-0bf4-4918-8fce-defb7e0f1fd9,200021
2022-11-19T23:06:59Z,2022-11-20,/items,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,8fdebba2-7784-40bd-a364-7979543e6054,200021
2022-11-28T16:15:40Z,2022-11-29,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,b69ae222-5b29-41e7-9f1c-3a2c5c68a5f6,200022
2022-11-23T23:39:26Z,2022-11-24,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,855d7c69-91a9-4e12-9b8b-52616ef253e4,200022
2022-11-11T11:51:44Z,2022-11-11,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,90ded99d-29fa-44c5-a297-cb8cba50b6c1,200022
2022-11-11T07:56:22Z,2022-11-11,/items,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",330ed1fd-eb11-453f-9014-7b76807c6385,200023
2022-11-16T03:50:47Z,2022-11-16,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,191a27e2-f37e-4a48-899a-7391886dc78c,200024
2022-11-27T10:54:56Z,2022-11-27,/items,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,c91f7afa-3ea0-4a7d-be7e-749dbde58379,200024
2022-11-15T05:49:34Z,2022-11-15,/ranking,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",f43ed3c1-841a-49d1-80ae-ee913c6a193f,200025
2022-11-09T20:15:24Z,2022-11-10,/ranking/daily,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",89c97523-89d7-412b-8062-fac07be92708,200025
2022-11-10T14:59:45Z,2022-11-10,/ranking,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",783179ab-dacc-485a-ba16-9ea389bfbe08,200025
2022-11-24T00:52:37Z,2022-11-24,/,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",816d61cd-506d-4809-a63b-1c160bd1d5b2,200026
2022-11-21T11:18:10Z,2022-11-21,/,GET,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1 Mobile/15E148 Safari/604.1",17c60081-2ab7-45bf-9e81-8326d65a27cb,200027
2022-11-17T19:27:18Z,2022-11-18,/items,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,0f56bc12-0388-4199-98d7-6f59d1ec7e39,200028
2022-11-23T11:16:54Z,2022-11-23,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,b08766fe-46d0-476c-8c0f-806ac4ce619a,200028
2022-11-27T16:08:05Z,2022-11-28,/ranking/daily,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,a7143a66-5c1e-463f-b0f1-983e89af93b1,200028
2022-11-21T06:39:29Z,2022-11-21,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,6fe73be3-fa60-4d3b-a14f-fd1c73ffcbb4,200028
2022-11-22T15:31:50Z,2022-11-23,/ranking,GET,200,"Mozilla/5.0 (Linux; Android 11; Pixel 4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.210 Mobile Safari/537.36",d861c938-c6c3-4772-862c-8571e6b744eb,200029
2022-11-16T23:43:47Z,2022-11-17,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,719879de-f940-472a-a7b0-440067f321d8,200030
2022-11-26T19:09:10Z,2022-11-27,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,9f58209e-74a6-47bf-b8f6-4f5d970801d2,200030
2022-11-25T23:15:52Z,2022-11-26,/ranking,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,e569c1de-9a44-4b37-b294-622ee665a68b,200030
